Код покупателя	Артикул	Количество	Дата
Клиент-26	Арт1	3	03.01.2017
Клиент-144	Арт20	2	10.12.2017
Клиент-151	Арт7	2	30.05.2017
Клиент-92	Арт23	5	10.08.2017
Клиент-74	Арт4	10	05.01.2018
Клиент-185	Арт25	1	25.05.2018
Клиент-49	Арт18	7	18.12.2017
Клиент-128	Арт16	6	06.04.2017
Клиент-107	Арт23	9	15.05.2018
Клиент-6	Арт20	7	05.05.2018
Клиент-72	Арт13	9	14.09.2017
Клиент-197	Арт16	8	13.04.2017
Клиент-193	Арт21	10	10.03.2017
Клиент-149	Арт21	9	10.10.2017
Клиент-109	Арт15	10	04.10.2017
Клиент-85	Арт20	6	26.06.2018
Клиент-188	Арт11	9	18.08.2017
Клиент-117	Арт1	10	12.05.2017
Клиент-159	Арт1	9	20.02.2017
Клиент-125	Арт5	7	18.06.2017
Клиент-144	Арт2	3	30.07.2018
Клиент-100	Арт20	7	16.08.2018
Клиент-93	Арт20	1	10.05.2018
Клиент-4	Арт26	6	30.08.2017
Клиент-44	Арт4	9	30.07.2018
Клиент-44	Арт16	6	12.04.2018
Клиент-35	Арт6	9	11.08.2018
Клиент-12	Арт5	3	16.01.2018
Клиент-192	Арт7	9	14.06.2017
Клиент-134	Арт25	7	30.09.2018
Клиент-133	Арт19	4	23.09.2017
Клиент-170	Арт13	6	22.12.2017
Клиент-12	Арт15	2	16.08.2017
Клиент-151	Арт8	10	13.02.2017
Клиент-58	Арт23	2	16.04.2018
Клиент-63	Арт16	8	12.05.2017
Клиент-97	Арт9	3	25.09.2017
Клиент-165	Арт5	3	28.02.2018
Клиент-120	Арт8	6	19.02.2018
Клиент-152	Арт1	3	07.02.2017
Клиент-189	Арт8	6	09.07.2017
Клиент-39	Арт15	10	09.04.2018
Клиент-137	Арт22	6	07.03.2017
Клиент-27	Арт5	9	05.09.2018
Клиент-89	Арт7	4	15.07.2017
Клиент-200	Арт22	3	21.12.2017
Клиент-122	Арт16	7	15.09.2017
Клиент-153	Арт2	9	28.07.2017
Клиент-199	Арт7	6	31.01.2017
Клиент-100	Арт5	10	23.07.2017
Клиент-99	Арт15	3	21.11.2017
Клиент-3	Арт11	6	29.09.2018
Клиент-174	Арт2	8	26.11.2017
Клиент-136	Арт14	6	10.05.2017
Клиент-60	Арт8	9	24.06.2018
Клиент-67	Арт2	6	01.04.2018
Клиент-167	Арт7	6	24.06.2017
Клиент-122	Арт26	4	18.03.2017
Клиент-57	Арт26	2	27.02.2017
Клиент-70	Арт4	10	20.04.2018
Клиент-10	Арт17	8	24.05.2017
Клиент-171	Арт18	5	22.10.2017
Клиент-14	Арт1	7	29.09.2018
Клиент-118	Арт10	3	03.07.2017
Клиент-33	Арт22	3	03.04.2017
Клиент-160	Арт23	4	24.08.2018
Клиент-73	Арт14	6	26.03.2018
Клиент-86	Арт14	6	07.04.2017
Клиент-49	Арт23	5	28.05.2017
Клиент-48	Арт19	9	26.06.2018
Клиент-176	Арт15	3	28.03.2017
Клиент-182	Арт19	6	02.04.2017
Клиент-113	Арт20	6	05.10.2017
Клиент-163	Арт18	1	25.11.2017
Клиент-152	Арт18	2	13.08.2018
Клиент-26	Арт5	3	13.06.2017
Клиент-179	Арт10	3	27.06.2018
Клиент-145	Арт2	5	30.01.2017
Клиент-39	Арт12	10	10.06.2018
Клиент-68	Арт11	6	05.10.2017
Клиент-65	Арт3	3	07.06.2018
Клиент-168	Арт6	2	16.03.2018
Клиент-158	Арт2	3	15.04.2017
Клиент-5	Арт16	7	13.09.2018
Клиент-20	Арт15	3	29.04.2017
Клиент-5	Арт1	6	02.04.2018
Клиент-130	Арт14	2	03.12.2017
Клиент-170	Арт10	4	18.06.2017
Клиент-12	Арт22	6	11.01.2017
Клиент-129	Арт13	10	31.10.2017
Клиент-2	Арт1	5	02.07.2017
Клиент-41	Арт1	6	21.08.2017
Клиент-167	Арт25	7	24.11.2017
Клиент-118	Арт13	3	05.05.2018
Клиент-153	Арт14	3	28.09.2018
Клиент-165	Арт23	7	19.01.2017
Клиент-105	Арт4	5	23.07.2017
Клиент-64	Арт18	3	08.11.2017
Клиент-52	Арт1	2	14.06.2017
Клиент-25	Арт18	5	27.01.2018
Клиент-21	Арт14	4	26.02.2017
Клиент-126	Арт25	6	12.06.2018
Клиент-83	Арт2	5	29.06.2018
Клиент-46	Арт12	1	18.04.2017
Клиент-175	Арт24	3	21.03.2018
Клиент-162	Арт1	3	23.02.2017
Клиент-106	Арт5	3	16.03.2017
Клиент-39	Арт18	3	06.09.2018
Клиент-80	Арт26	6	30.04.2018
Клиент-103	Арт10	2	20.04.2018
Клиент-67	Арт4	9	03.07.2018
Клиент-47	Арт9	9	01.12.2017
Клиент-122	Арт1	3	01.02.2017
Клиент-124	Арт23	4	05.12.2017
Клиент-36	Арт7	10	08.03.2017
Клиент-34	Арт21	6	02.11.2017
Клиент-122	Арт25	3	21.02.2017
Клиент-171	Арт4	8	12.02.2017
Клиент-14	Арт23	10	04.09.2017
Клиент-165	Арт3	8	04.09.2018
Клиент-191	Арт26	1	17.11.2017
Клиент-36	Арт7	9	23.08.2017
Клиент-81	Арт5	10	16.08.2018
Клиент-87	Арт13	5	13.08.2018
Клиент-128	Арт19	3	02.03.2017
Клиент-74	Арт7	2	18.03.2018
Клиент-111	Арт24	1	03.08.2018
Клиент-172	Арт17	1	10.01.2017
Клиент-57	Арт16	3	07.04.2017
Клиент-60	Арт18	7	17.03.2017
Клиент-15	Арт20	8	23.08.2017
Клиент-142	Арт11	10	29.08.2018
Клиент-7	Арт3	5	10.05.2017
Клиент-74	Арт3	9	15.01.2018
Клиент-22	Арт24	10	09.04.2018
Клиент-45	Арт7	8	11.01.2018
Клиент-28	Арт26	3	11.04.2018
Клиент-117	Арт17	5	14.06.2017
Клиент-122	Арт13	8	14.10.2017
Клиент-193	Арт8	4	15.04.2017
Клиент-44	Арт8	5	06.11.2017
Клиент-39	Арт22	7	14.01.2018
Клиент-5	Арт24	5	31.07.2018
Клиент-66	Арт17	3	05.02.2017
Клиент-66	Арт26	3	28.08.2017
Клиент-38	Арт23	1	14.02.2018
Клиент-71	Арт11	9	24.07.2018
Клиент-44	Арт14	10	18.04.2017
Клиент-167	Арт26	6	30.06.2018
Клиент-22	Арт6	3	27.07.2018
Клиент-29	Арт2	7	20.11.2017
Клиент-43	Арт23	3	13.12.2017
Клиент-68	Арт4	4	28.07.2018
Клиент-162	Арт2	7	08.03.2017
Клиент-178	Арт1	10	17.05.2018
Клиент-165	Арт3	1	07.06.2017
Клиент-4	Арт8	5	24.04.2017
Клиент-128	Арт4	4	09.05.2018
Клиент-185	Арт13	7	08.04.2017
Клиент-11	Арт23	8	21.02.2018
Клиент-194	Арт8	7	19.10.2017
Клиент-149	Арт8	7	08.01.2017
Клиент-58	Арт6	9	26.11.2017
Клиент-162	Арт9	7	09.06.2017
Клиент-198	Арт7	8	26.09.2017
Клиент-109	Арт4	9	12.04.2018
Клиент-115	Арт21	10	05.12.2017
Клиент-130	Арт3	6	20.05.2017
Клиент-46	Арт11	4	27.11.2017
Клиент-39	Арт14	1	25.05.2017
Клиент-121	Арт6	1	17.09.2017
Клиент-113	Арт24	4	18.03.2017
Клиент-30	Арт16	10	10.06.2018
Клиент-11	Арт8	8	29.10.2017
Клиент-180	Арт18	8	25.05.2018
Клиент-165	Арт3	9	04.07.2017
Клиент-112	Арт19	8	12.10.2017
Клиент-111	Арт12	1	14.11.2017
Клиент-63	Арт2	10	07.09.2017
Клиент-42	Арт18	10	07.06.2017
Клиент-75	Арт12	2	30.03.2017
Клиент-108	Арт10	8	22.07.2018
Клиент-188	Арт23	6	26.05.2018
Клиент-177	Арт12	1	18.05.2017
Клиент-63	Арт12	10	25.03.2018
Клиент-149	Арт22	4	07.02.2018
Клиент-104	Арт2	9	26.01.2017
Клиент-121	Арт19	4	10.11.2017
Клиент-16	Арт7	4	22.08.2018
Клиент-1	Арт20	4	14.06.2017
Клиент-28	Арт4	10	09.04.2018
Клиент-34	Арт11	6	06.01.2018
Клиент-92	Арт2	3	22.05.2017
Клиент-34	Арт2	9	20.07.2017
Клиент-193	Арт16	4	27.08.2017
Клиент-147	Арт21	5	07.07.2017
Клиент-164	Арт16	1	26.01.2017
Клиент-182	Арт7	2	13.03.2018
Клиент-173	Арт15	6	12.09.2017
Клиент-174	Арт10	3	19.06.2018
Клиент-150	Арт17	5	19.03.2017
Клиент-29	Арт23	9	07.12.2017
Клиент-79	Арт11	10	05.05.2018
Клиент-30	Арт19	8	05.09.2018
Клиент-90	Арт9	5	08.06.2018
Клиент-134	Арт9	3	07.01.2017
Клиент-47	Арт13	1	22.02.2017
Клиент-134	Арт5	4	04.09.2017
Клиент-131	Арт11	1	01.09.2018
Клиент-97	Арт21	8	20.01.2018
Клиент-188	Арт15	10	29.05.2017
Клиент-136	Арт24	6	12.12.2017
Клиент-76	Арт20	8	24.01.2018
Клиент-103	Арт9	4	14.09.2018
Клиент-75	Арт5	1	25.02.2017
Клиент-129	Арт26	9	02.06.2018
Клиент-97	Арт10	3	12.05.2017
Клиент-51	Арт20	5	03.05.2018
Клиент-3	Арт8	9	12.06.2017
Клиент-31	Арт2	3	23.07.2018
Клиент-156	Арт12	4	02.08.2018
Клиент-107	Арт1	9	20.05.2018
Клиент-50	Арт12	9	21.06.2018
Клиент-122	Арт22	4	05.02.2017
Клиент-28	Арт22	10	07.11.2017
Клиент-145	Арт13	7	01.07.2017
Клиент-185	Арт21	7	21.01.2018
Клиент-100	Арт21	5	02.08.2017
Клиент-162	Арт24	2	03.11.2017
Клиент-117	Арт24	2	14.05.2017
Клиент-179	Арт6	4	19.10.2017
Клиент-16	Арт4	8	11.03.2018
Клиент-94	Арт24	7	10.12.2017
Клиент-52	Арт15	1	30.12.2017
Клиент-69	Арт23	7	24.06.2017
Клиент-107	Арт14	6	21.01.2018
Клиент-108	Арт23	8	11.04.2017
Клиент-191	Арт5	3	21.04.2018
Клиент-180	Арт11	9	02.05.2017
Клиент-178	Арт13	3	02.04.2018
Клиент-147	Арт2	6	07.07.2017
Клиент-120	Арт15	4	04.03.2017
Клиент-119	Арт4	4	04.08.2018
Клиент-167	Арт3	5	16.04.2018
Клиент-103	Арт17	9	12.07.2018
Клиент-109	Арт15	9	02.05.2017
Клиент-192	Арт9	9	17.08.2018
Клиент-195	Арт20	9	10.09.2017
Клиент-158	Арт24	1	13.04.2018
Клиент-58	Арт1	9	27.11.2017
Клиент-148	Арт24	7	17.07.2018
Клиент-48	Арт14	1	08.10.2017
Клиент-3	Арт12	4	24.06.2017
Клиент-183	Арт23	9	15.07.2018
Клиент-36	Арт1	3	25.02.2018
Клиент-186	Арт25	6	07.12.2017
Клиент-84	Арт18	5	18.03.2018
Клиент-185	Арт13	6	16.11.2017
Клиент-82	Арт9	6	07.02.2017
Клиент-108	Арт12	10	03.12.2017
Клиент-6	Арт6	5	18.06.2017
Клиент-10	Арт20	8	09.02.2018
Клиент-62	Арт14	4	25.05.2018
Клиент-19	Арт24	9	17.10.2017
Клиент-50	Арт19	2	18.07.2017
Клиент-177	Арт21	8	22.01.2017
Клиент-109	Арт25	9	12.07.2017
Клиент-158	Арт2	5	18.11.2017
Клиент-92	Арт18	2	03.08.2018
Клиент-140	Арт24	1	27.10.2017
Клиент-10	Арт8	5	18.04.2018
Клиент-37	Арт10	3	12.06.2018
Клиент-122	Арт26	1	06.09.2017
Клиент-130	Арт3	8	18.10.2017
Клиент-10	Арт15	5	19.09.2017
Клиент-22	Арт15	2	10.09.2018
Клиент-137	Арт5	9	07.09.2018
Клиент-59	Арт13	8	07.11.2017
Клиент-140	Арт18	4	10.02.2018
Клиент-94	Арт14	8	13.08.2017
Клиент-176	Арт9	6	29.05.2018
Клиент-62	Арт21	4	07.03.2017
Клиент-191	Арт25	3	10.02.2018
Клиент-58	Арт17	1	30.12.2017
Клиент-175	Арт24	2	05.03.2018
Клиент-172	Арт23	2	14.06.2018
Клиент-96	Арт12	6	23.08.2018
Клиент-195	Арт7	5	02.09.2017
Клиент-108	Арт5	2	02.04.2018
Клиент-144	Арт2	1	02.04.2018
Клиент-171	Арт8	2	29.04.2017
Клиент-53	Арт15	8	14.10.2017
Клиент-111	Арт13	7	05.08.2018
Клиент-73	Арт7	9	05.01.2017
Клиент-166	Арт7	3	16.01.2018
Клиент-47	Арт22	8	31.08.2017
Клиент-195	Арт1	5	24.05.2017
Клиент-36	Арт23	2	01.02.2017
Клиент-12	Арт22	4	04.03.2018
Клиент-78	Арт5	5	30.06.2018
Клиент-112	Арт18	9	17.07.2017
Клиент-151	Арт18	5	30.08.2017
Клиент-29	Арт7	6	19.10.2017
Клиент-55	Арт25	9	04.05.2017
Клиент-23	Арт15	5	23.04.2017
Клиент-190	Арт17	4	23.06.2017
Клиент-156	Арт17	8	20.12.2017
Клиент-19	Арт16	8	18.04.2017
Клиент-92	Арт6	4	26.12.2017
Клиент-149	Арт15	8	05.08.2017
Клиент-118	Арт12	1	17.09.2018
Клиент-97	Арт8	4	21.08.2018
Клиент-139	Арт4	5	10.08.2017
Клиент-34	Арт25	7	27.05.2017
Клиент-178	Арт24	10	27.08.2018
Клиент-126	Арт17	3	04.07.2017
Клиент-159	Арт2	3	26.07.2017
Клиент-159	Арт14	10	14.07.2018
Клиент-120	Арт2	10	03.08.2017
Клиент-178	Арт24	9	03.02.2018
Клиент-180	Арт26	6	04.03.2017
Клиент-86	Арт26	9	09.04.2018
Клиент-115	Арт21	9	24.11.2017
Клиент-173	Арт13	5	11.08.2018
Клиент-68	Арт8	3	24.02.2017
Клиент-31	Арт26	4	31.05.2018
Клиент-163	Арт9	7	16.06.2017
Клиент-120	Арт15	2	26.08.2017
Клиент-105	Арт11	2	23.05.2018
Клиент-132	Арт2	7	16.05.2017
Клиент-72	Арт20	5	24.04.2018
Клиент-78	Арт9	10	21.04.2017
Клиент-114	Арт1	6	10.08.2018
Клиент-26	Арт13	1	02.11.2017
Клиент-143	Арт7	6	08.06.2017
Клиент-44	Арт1	2	06.03.2017
Клиент-56	Арт12	9	03.07.2017
Клиент-116	Арт16	9	15.11.2017
Клиент-142	Арт8	4	19.02.2018
Клиент-114	Арт19	9	25.06.2017
Клиент-3	Арт17	7	22.06.2017
Клиент-57	Арт23	3	15.09.2017
Клиент-102	Арт8	4	17.06.2017
Клиент-94	Арт2	1	04.02.2017
Клиент-101	Арт10	3	27.06.2017
Клиент-95	Арт9	9	26.04.2018
Клиент-192	Арт1	5	09.01.2017
Клиент-35	Арт14	8	11.05.2017
Клиент-135	Арт14	10	20.03.2018
Клиент-193	Арт4	6	15.06.2018
Клиент-12	Арт6	8	08.04.2018
Клиент-45	Арт9	3	10.02.2018
Клиент-4	Арт23	5	15.08.2017
Клиент-172	Арт20	3	30.03.2018
Клиент-49	Арт6	5	17.01.2018
Клиент-118	Арт18	4	19.01.2017
Клиент-62	Арт22	4	08.03.2017
Клиент-71	Арт20	4	25.07.2018
Клиент-189	Арт20	10	21.02.2018
Клиент-72	Арт6	9	14.07.2018
Клиент-6	Арт25	1	14.06.2018
Клиент-114	Арт24	3	16.03.2017
Клиент-58	Арт11	7	27.05.2018
Клиент-9	Арт20	1	14.07.2017
Клиент-148	Арт20	10	24.02.2017
Клиент-125	Арт19	5	04.11.2017
Клиент-197	Арт7	3	09.03.2017
Клиент-174	Арт22	9	24.02.2018
Клиент-55	Арт5	2	28.05.2017
Клиент-43	Арт17	10	21.08.2018
Клиент-96	Арт2	2	23.07.2017
Клиент-135	Арт10	10	15.04.2018
Клиент-189	Арт18	5	12.03.2017
Клиент-57	Арт20	5	27.06.2018
Клиент-79	Арт20	6	01.02.2018
Клиент-56	Арт24	6	04.02.2017
Клиент-68	Арт24	4	28.09.2017
Клиент-17	Арт12	10	08.07.2018
Клиент-34	Арт2	4	13.06.2017
Клиент-162	Арт8	3	26.06.2018
Клиент-29	Арт26	10	26.03.2018
Клиент-35	Арт3	2	23.04.2018
Клиент-60	Арт21	2	20.03.2017
Клиент-32	Арт20	7	22.07.2017
Клиент-170	Арт3	2	15.06.2017
Клиент-80	Арт2	8	03.11.2017
Клиент-65	Арт24	9	17.08.2018
Клиент-43	Арт17	6	06.02.2018
Клиент-176	Арт20	8	22.12.2017
Клиент-135	Арт3	7	26.09.2017
Клиент-86	Арт26	8	18.04.2017
Клиент-64	Арт13	3	27.06.2018
Клиент-96	Арт13	7	26.03.2017
Клиент-135	Арт25	9	20.10.2017
Клиент-57	Арт15	4	13.06.2017
Клиент-17	Арт5	6	06.03.2018
Клиент-170	Арт16	3	22.05.2018
Клиент-62	Арт8	1	17.05.2017
Клиент-58	Арт12	1	10.03.2018
Клиент-191	Арт6	7	07.07.2018
Клиент-33	Арт25	6	26.03.2017
Клиент-96	Арт26	3	13.01.2018
Клиент-140	Арт25	1	20.09.2017
Клиент-110	Арт10	8	01.04.2017
Клиент-18	Арт19	1	12.10.2017
Клиент-39	Арт15	7	11.09.2018
Клиент-170	Арт1	2	15.06.2017
Клиент-135	Арт3	2	07.01.2018
Клиент-198	Арт12	9	12.09.2017
Клиент-118	Арт20	9	07.01.2017
Клиент-153	Арт17	5	06.05.2017
Клиент-182	Арт7	9	30.04.2017
Клиент-161	Арт13	9	22.08.2018
Клиент-77	Арт8	8	07.03.2017
Клиент-191	Арт15	6	29.12.2017
Клиент-136	Арт24	4	22.08.2017
Клиент-151	Арт23	5	23.03.2018
Клиент-119	Арт9	6	01.09.2018
Клиент-56	Арт16	4	27.04.2018
Клиент-15	Арт24	1	27.01.2017
Клиент-19	Арт24	7	16.02.2017
Клиент-88	Арт12	9	30.01.2018
Клиент-191	Арт5	9	09.03.2018
Клиент-77	Арт25	3	07.08.2017
Клиент-34	Арт13	7	04.08.2017
Клиент-147	Арт5	3	01.08.2017
Клиент-2	Арт11	4	29.03.2018
Клиент-132	Арт1	5	27.01.2017
Клиент-116	Арт12	6	27.09.2017
Клиент-178	Арт2	5	27.10.2017
Клиент-21	Арт25	5	22.06.2018
Клиент-156	Арт1	8	08.03.2018
Клиент-41	Арт21	9	27.10.2017
Клиент-4	Арт11	8	09.07.2018
Клиент-6	Арт21	4	22.10.2017
Клиент-159	Арт21	5	18.05.2018
Клиент-118	Арт6	5	28.09.2017
Клиент-113	Арт21	5	16.03.2018
Клиент-103	Арт22	1	07.08.2018
Клиент-188	Арт24	8	21.04.2017
Клиент-148	Арт2	9	24.09.2018
Клиент-3	Арт24	1	14.10.2017
Клиент-3	Арт19	8	19.07.2017
Клиент-2	Арт11	3	08.04.2017
Клиент-167	Арт22	7	02.06.2017
Клиент-72	Арт8	2	13.12.2017
Клиент-177	Арт10	4	03.04.2018
Клиент-65	Арт24	10	22.04.2018
Клиент-104	Арт13	10	24.05.2018
Клиент-1	Арт13	8	08.08.2017
Клиент-58	Арт22	8	27.09.2017
Клиент-7	Арт10	2	15.01.2017
Клиент-14	Арт16	9	23.11.2017
Клиент-55	Арт10	5	18.07.2017
Клиент-65	Арт16	10	27.07.2018
Клиент-175	Арт14	4	09.03.2018
Клиент-40	Арт17	5	03.04.2018
Клиент-14	Арт14	9	13.02.2018
Клиент-142	Арт3	8	15.12.2017
Клиент-56	Арт8	2	10.01.2017
Клиент-6	Арт23	9	09.11.2017
Клиент-114	Арт18	6	03.01.2017
Клиент-56	Арт5	1	05.01.2018
Клиент-138	Арт1	3	11.06.2018
Клиент-1	Арт18	7	18.10.2017
Клиент-41	Арт25	10	07.04.2018
Клиент-74	Арт20	2	02.04.2018
Клиент-51	Арт7	1	04.02.2018
Клиент-68	Арт4	1	30.12.2017
Клиент-11	Арт25	9	07.11.2017
Клиент-9	Арт1	9	04.05.2018
Клиент-183	Арт1	9	08.08.2017
Клиент-9	Арт16	2	20.03.2017
Клиент-200	Арт11	4	26.01.2017
Клиент-1	Арт19	6	31.08.2018
Клиент-102	Арт7	10	04.03.2017
Клиент-168	Арт12	6	22.04.2017
Клиент-171	Арт5	1	15.02.2018
Клиент-55	Арт20	8	02.05.2018
Клиент-180	Арт15	3	25.07.2017
Клиент-43	Арт2	6	26.08.2018
Клиент-54	Арт15	2	14.05.2018
Клиент-71	Арт23	6	22.02.2017
Клиент-21	Арт11	8	05.01.2017
Клиент-174	Арт7	2	18.04.2018
Клиент-134	Арт21	6	21.11.2017
Клиент-68	Арт9	2	22.01.2017
Клиент-192	Арт10	3	10.12.2017
Клиент-43	Арт6	2	26.02.2017
Клиент-147	Арт12	9	23.08.2017
Клиент-109	Арт15	2	27.04.2018
Клиент-193	Арт25	5	28.08.2017
Клиент-138	Арт4	6	25.03.2017
Клиент-73	Арт10	1	27.10.2017
Клиент-3	Арт26	7	08.08.2017
Клиент-70	Арт3	4	15.03.2017
Клиент-92	Арт20	3	08.05.2017
Клиент-27	Арт24	1	29.08.2017
Клиент-194	Арт22	3	11.08.2017
Клиент-181	Арт17	6	19.05.2017
Клиент-188	Арт25	10	19.10.2017
Клиент-117	Арт8	3	12.04.2018
Клиент-187	Арт3	5	29.11.2017
Клиент-100	Арт2	9	01.02.2018
Клиент-183	Арт24	5	26.03.2018
Клиент-181	Арт10	10	15.05.2017
Клиент-171	Арт18	2	30.05.2018
Клиент-75	Арт10	5	27.01.2017
Клиент-166	Арт17	4	13.05.2017
Клиент-117	Арт8	1	07.02.2018
Клиент-145	Арт22	8	18.01.2017
Клиент-75	Арт24	3	17.04.2018
Клиент-34	Арт24	2	01.02.2018
Клиент-99	Арт18	8	05.03.2017
